time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-01-06T01:08:33.990Z,35.8635,-117.6903333,2.29,1.15,ml,22,78,0.0817,0.2,ci,ci39024791,2020-01-06T01:12:14.754Z,"21km ESE of Little Lake, CA",earthquake,0.24,0.44,0.109,18,automatic,ci,ci
2020-01-06T01:07:17.843Z,60.2186,-152.597,13,1.2,ml,,,,1.06,ak,ak0209xv1yf,2020-01-06T02:06:08.995Z,"30km SSE of Redoubt Volcano, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-01-06T01:06:57.370Z,33.6338333,-116.6821667,14.52,0.5,ml,18,70,0.03566,0.1,ci,ci39024783,2020-01-06T20:02:23.356Z,"9km N of Anza, CA",earthquake,0.24,0.41,0.172,4,reviewed,ci,ci
2020-01-06T01:01:46.900Z,38.822834,-122.8131638,3,0.56,md,6,156,0.002478,0,nc,nc73324161,2020-01-06T02:58:04.592Z,"7km NW of The Geysers, CA",earthquake,0.68,1.52,,1,automatic,nc,nc
2020-01-06T01:01:14.400Z,35.8741667,-117.7143333,2.05,1.21,ml,23,55,0.07728,0.22,ci,ci39024775,2020-01-06T01:04:52.709Z,"19km ESE of Little Lake, CA",earthquake,0.26,0.41,0.12,19,automatic,ci,ci
2020-01-06T00:56:55.740Z,33.3445,-116.2946667,10.66,0.84,ml,24,73,0.02177,0.27,ci,ci39024767,2020-01-06T01:00:32.329Z,"12km NE of Borrego Springs, CA",earthquake,0.48,0.74,0.17,25,automatic,ci,ci
2020-01-06T00:53:32.181Z,29.1327,130.5849,10,5.2,mb,,61,2.371,0.57,us,us70006v3s,2020-01-06T06:11:59.040Z,"137km NE of Naze, Japan",earthquake,6.2,1.8,0.028,411,reviewed,us,us
2020-01-06T00:52:29.373Z,62.2182,-150.0924,12.2,2.1,ml,,,,0.77,ak,ak0209xjah1,2020-01-06T01:06:11.624Z,"11km S of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-06T00:50:08.040Z,35.8831667,-117.7061667,4.92,0.79,ml,16,69,0.07889,0.13,ci,ci39024759,2020-01-06T00:53:44.290Z,"19km ESE of Little Lake, CA",earthquake,0.26,0.62,0.114,10,automatic,ci,ci
2020-01-06T00:49:58.500Z,47.7431667,-113.7651667,8.83,0.78,md,7,196,0.205,0.03,mb,mb80377604,2020-01-06T16:43:52.000Z,"30km E of Polson, Montana",earthquake,0.78,2.45,0.298,3,reviewed,mb,mb
2020-01-06T00:35:49.110Z,33.5978333,-116.8021667,6.18,0.52,ml,20,67,0.03204,0.19,ci,ci39024751,2020-01-06T14:30:13.335Z,"13km WNW of Anza, CA",earthquake,0.43,0.82,0.262,15,reviewed,ci,ci
2020-01-06T00:29:06.259Z,60.3088,-152.8386,106,1.8,ml,,,,0.49,ak,ak0209xeb81,2020-01-06T01:06:10.834Z,"20km SSW of Redoubt Volcano, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-01-06T00:27:15.755Z,61.4336,-149.8805,31.6,1.4,ml,,,,0.66,ak,ak0209xdwi7,2020-01-06T01:06:10.229Z,"10km SSE of Big Lake, Alaska",earthquake,,0.1,,,automatic,ak,ak
2020-01-06T00:23:16.850Z,33.2233333,-116.7388333,10.92,0.73,ml,32,33,0.02093,0.21,ci,ci39024727,2020-01-06T00:27:03.624Z,"3km SE of Lake Henshaw, CA",earthquake,0.31,0.7,0.125,19,automatic,ci,ci
2020-01-06T00:20:48.549Z,29.1576,130.5058,10,5.1,mww,,36,2.344,0.63,us,us70006v3k,2020-01-06T00:48:57.040Z,"132km NE of Naze, Japan",earthquake,3.4,1.8,0.08,15,reviewed,us,us
2020-01-06T00:10:53.700Z,43.8986667,-111.0863333,13.53,0.93,ml,8,178,0.289,0.1,mb,mb80377624,2020-01-06T20:47:18.580Z,"19km N of Driggs, Idaho",earthquake,0.67,1.87,0.155,4,reviewed,mb,mb
2020-01-06T00:10:39.330Z,35.9581667,-117.3758333,-0.05,0.92,ml,16,89,0.1007,0.18,ci,ci39024719,2020-01-06T00:14:13.733Z,"21km N of Searles Valley, CA",earthquake,0.43,31.61,0.084,10,automatic,ci,ci
2020-01-06T00:05:58.204Z,60.2673,-152.2681,75.8,1.7,ml,,,,0.51,ak,ak0209x9a0f,2020-01-06T01:06:09.652Z,"35km SE of Redoubt Volcano, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-01-06T00:05:00.900Z,38.8148346,-122.8198318,2.61,0.32,md,11,58,0.01145,0.01,nc,nc73324146,2020-01-06T00:19:03.600Z,"7km NW of The Geysers, CA",earthquake,0.41,0.81,0.24,2,automatic,nc,nc
2020-01-06T00:00:38.398Z,39.6014,-119.807,13.1,0.7,ml,5,138.68,0.032,0.1073,nn,nn00714734,2020-01-06T05:51:17.376Z,"2km WNW of Sun Valley, Nevada",earthquake,,3.7,0.74,3,reviewed,nn,nn
2020-01-05T23:59:06.075Z,61.4263,-149.7634,51.5,1.2,ml,,,,0.37,ak,ak0208nqd3k,2020-01-06T00:06:09.652Z,"12km SW of Knik-Fairview, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-01-05T23:48:49.883Z,44.0271,-113.9555,5,2.9,ml,,57,0.489,1.23,us,us70006v3b,2020-01-06T00:07:00.290Z,"48km NE of Sun Valley, Idaho",earthquake,2.7,1.9,0.043,70,reviewed,us,us
2020-01-05T23:42:44.630Z,19.2091675,-155.4241638,31.04,2.03,md,34,145,0.03781,0.15,hv,hv71319777,2020-01-05T23:46:01.460Z,"5km E of Pahala, Hawaii",earthquake,0.64,0.8,0.09,9,automatic,hv,hv
2020-01-05T23:38:25.290Z,37.6178322,-118.8460007,2.17,2.04,md,21,110,0.01351,0.04,nc,nc73324136,2020-01-06T02:31:02.451Z,"12km E of Mammoth Lakes, CA",earthquake,0.39,0.47,0.16,20,automatic,nc,nc
2020-01-05T23:35:40.330Z,35.8205,-117.6588333,5.39,0.76,ml,12,73,0.05007,0.14,ci,ci39024695,2020-01-05T23:39:22.211Z,"22km N of Ridgecrest, CA",earthquake,0.33,0.92,0.138,10,automatic,ci,ci
2020-01-05T23:29:13.090Z,35.7828333,-117.5978333,7.72,0.67,ml,13,110,0.03284,0.18,ci,ci39024679,2020-01-05T23:32:45.166Z,"18km W of Searles Valley, CA",earthquake,0.43,0.76,0.094,9,automatic,ci,ci
2020-01-05T23:25:51.710Z,35.9096667,-117.7303333,6.66,0.65,ml,13,104,0.07528,0.11,ci,ci39024671,2020-01-05T23:29:27.824Z,"16km E of Little Lake, CA",earthquake,0.27,0.74,0.244,8,automatic,ci,ci
2020-01-05T23:25:45.830Z,37.6189995,-118.8466644,1.11,0.81,md,8,117,0.01293,0.01,nc,nc73324131,2020-01-05T23:59:03.493Z,"12km E of Mammoth Lakes, CA",earthquake,0.87,1.8,0.33,8,automatic,nc,nc
2020-01-05T23:24:29.720Z,55.474,-161.7668333,12.17,0.15,ml,5,240,0.05561,0.16,av,av70863169,2020-01-07T01:06:43.250Z,"68km ENE of Cold Bay, Alaska",earthquake,1.1,1.47,0.129,5,reviewed,av,av
2020-01-05T23:21:06.740Z,37.6186676,-118.8453369,2.19,1.7,md,19,109,0.01366,0.03,nc,nc73324121,2020-01-06T02:16:03.368Z,"12km E of Mammoth Lakes, CA",earthquake,0.35,0.5,0.17,18,automatic,nc,nc
2020-01-05T23:19:48.020Z,37.6188333,-118.849,0.67,0.14,md,8,112,0.01108,0.01,nc,nc73324126,2020-01-06T22:13:02.989Z,"12km E of Mammoth Lakes, CA",earthquake,0.74,1.51,0.251,8,reviewed,nc,nc
2020-01-05T23:17:29.310Z,37.5781667,-118.7345,8.41,1.36,md,23,129,0.07609,0.1,nc,nc73324116,2020-01-07T00:03:03.842Z,"5km WNW of Toms Place, CA",earthquake,0.35,1.17,0.193,21,reviewed,nc,nc
2020-01-05T23:17:23.580Z,55.4801667,-161.7756667,13.2,0.57,ml,7,198,0.0629,0.05,av,av70863164,2020-01-07T01:03:10.910Z,"68km ENE of Cold Bay, Alaska",earthquake,0.49,0.67,0.09,7,reviewed,av,av
2020-01-05T23:14:57.490Z,35.6806667,-117.5311667,9.02,0.76,ml,15,118,0.06616,0.18,ci,ci39024663,2020-01-06T14:31:48.367Z,"15km ENE of Ridgecrest, CA",earthquake,0.45,0.93,0.157,8,reviewed,ci,ci
2020-01-05T23:13:41.220Z,38.7574997,-122.7193298,1.26,0.83,md,8,117,0.01896,0.02,nc,nc73324111,2020-01-05T23:28:04.274Z,"3km SW of Anderson Springs, CA",earthquake,0.4,0.63,0.11,4,automatic,nc,nc
2020-01-05T23:12:24.603Z,-7.9757,107.4614,40.36,4.9,mww,,41,3.033,0.99,us,us70006v30,2020-01-05T23:51:29.040Z,"45km SW of Bunisari, Indonesia",earthquake,7.5,5.7,0.08,15,reviewed,us,us
2020-01-05T23:12:20.870Z,17.8908,-66.8023,6,2.41,md,10,239,0.1141,0.12,pr,pr2020005006,2020-01-05T23:30:49.796Z,"11km S of Indios, Puerto Rico",earthquake,0.79,0.44,0.31,7,reviewed,pr,pr
2020-01-05T22:44:48.900Z,35.8793333,-117.7066667,6.69,1.42,ml,28,50,0.08228,0.17,ci,ci39024655,2020-01-05T22:55:56.040Z,"19km ESE of Little Lake, CA",earthquake,0.22,0.59,0.175,23,automatic,ci,ci
2020-01-05T22:38:43.190Z,19.5068,-66.2386,30,3.6,md,13,297,1.07,0.28,pr,pr2020005005,2020-01-06T10:44:50.173Z,"104km N of Dorado, Puerto Rico",earthquake,1.71,19.33,0.11,10,reviewed,pr,pr
2020-01-05T22:34:50.970Z,35.6576667,-117.5286667,1.58,2.89,ml,37,49,0.04846,0.16,ci,ci39024647,2020-01-05T22:45:50.110Z,"14km ENE of Ridgecrest, CA",earthquake,0.21,0.39,0.132,27,automatic,ci,ci
2020-01-05T22:31:42.200Z,33.501,-116.7826667,1.92,0.65,ml,22,72,0.01862,0.18,ci,ci39024639,2020-01-05T22:35:26.800Z,"10km NE of Aguanga, CA",earthquake,0.23,0.32,0.099,20,automatic,ci,ci
2020-01-05T22:30:28.150Z,47.7996666666667,-123.49,35.06,2,ml,15,69,,0.11,uw,uw61566001,2020-01-06T18:32:10.570Z,"35km S of Port Angeles, Washington",earthquake,0.36,0.72,0.18733181653519,9,reviewed,uw,uw
2020-01-05T22:16:15.050Z,33.9966667,-116.708,10.14,0.6,ml,10,112,0.06504,0.18,ci,ci39024623,2020-01-05T22:19:44.696Z,"11km NE of Cabazon, CA",earthquake,0.81,2.27,0.191,7,automatic,ci,ci
2020-01-05T22:15:09.960Z,58.2696667,-155.1615,4.89,-1.01,ml,6,147,0.0584,0.24,av,av70863159,2020-01-07T01:00:08.630Z,"99km ESE of King Salmon, Alaska",earthquake,1.19,1.41,0.197,5,reviewed,av,av
2020-01-05T22:14:51.640Z,35.9858333,-117.4115,1.61,1.85,ml,28,98,0.09557,0.15,ci,ci39024615,2020-01-06T14:33:39.820Z,"24km N of Searles Valley, CA",earthquake,0.25,0.43,0.122,26,reviewed,ci,ci
2020-01-05T22:12:21.866Z,60.5111,-149.8051,35.7,1.2,ml,,,,0.32,ak,ak0208muw22,2020-01-05T23:06:10.013Z,"44km NNW of Bear Creek, Alaska",earthquake,,1.7,,,automatic,ak,ak
2020-01-05T22:10:23.158Z,64.9905,-147.4488,0.6,1.1,ml,,,,0.71,ak,ak0208mugq6,2020-01-05T23:06:09.397Z,"21km NE of Fairbanks, Alaska",earthquake,,63.3,,,automatic,ak,ak
2020-01-05T21:58:48.380Z,36.0268333,-117.6451667,2.12,0.86,ml,12,146,0.07888,0.27,ci,ci39024591,2020-01-05T22:02:21.329Z,"26km ENE of Little Lake, CA",earthquake,0.63,0.76,0.067,10,automatic,ci,ci
2020-01-05T21:57:00.300Z,36,-117.5175,1.75,0.65,ml,8,179,0.06231,0.17,ci,ci39024583,2020-01-05T22:00:33.815Z,"28km NNW of Searles Valley, CA",earthquake,0.46,0.38,0.119,6,automatic,ci,ci
2020-01-05T21:49:40.870Z,58.4891667,-154.4353333,5.13,-0.44,ml,4,220,0.05953,0.04,av,av70863154,2020-01-07T00:58:06.630Z,"109km NNW of Larsen Bay, Alaska",earthquake,0.61,0.54,0.19,5,reviewed,av,av
2020-01-05T21:45:46.340Z,47.7328333,-113.7348333,5.71,-0.24,md,4,256,0.228,0.11,mb,mb80377599,2020-01-06T16:40:20.940Z,"32km E of Polson, Montana",earthquake,1.56,7.13,,1,reviewed,mb,mb
2020-01-05T21:45:06.150Z,19.5026,-66.2196,29,3.46,md,14,297,1.0713,0.32,pr,pr2020005004,2020-01-05T22:37:08.294Z,"115km N of San Juan, Puerto Rico",earthquake,1.81,21.59,0.36,14,reviewed,pr,pr
2020-01-05T21:41:51.220Z,47.5923333,-114.4048333,0.2,0.18,md,6,132,0.175,0.09,mb,mb80377594,2020-01-06T16:34:39.350Z,"21km WSW of Polson, Montana",earthquake,0.4,1.39,0.224,2,reviewed,mb,mb
2020-01-05T21:41:45.873Z,60.4246,-151.1324,7,1.2,ml,,,,0.52,ak,ak0208mfpy4,2020-01-06T07:06:10.009Z,"8km E of Kalifornsky, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2020-01-05T21:36:23.244Z,60.5778,-142.7728,23.6,1.5,ml,,,,1.14,ak,ak0208melpa,2020-01-05T22:06:09.077Z,"60km NNW of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-05T21:29:10.210Z,19.4200001,-155.5943298,-3.66,1.85,md,14,60,0.03264,0.36,hv,hv71319622,2020-01-05T21:32:25.640Z,"26km NNW of Pahala, Hawaii",earthquake,0.51,0.37,0.11,9,automatic,hv,hv
2020-01-05T21:24:10.230Z,38.7630005,-122.7324982,1.91,0.62,md,8,123,0.01392,0.01,nc,nc73324071,2020-01-05T23:31:04.293Z,"3km SE of The Geysers, CA",earthquake,0.4,0.82,0.12,2,automatic,nc,nc
2020-01-05T21:03:29.535Z,61.3934,-150.0338,12.6,2.5,ml,,,,0.91,ak,ak0208m7jmy,2020-01-05T21:16:25.266Z,"14km SSW of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-05T21:00:26.100Z,35.682,-117.5135,8.79,1.45,ml,18,75,0.07504,0.18,ci,ci39024575,2020-01-06T14:35:52.733Z,"14km SW of Searles Valley, CA",earthquake,0.31,0.81,0.191,21,reviewed,ci,ci
2020-01-05T20:45:34.870Z,44.8003333,-111.5063333,13.42,0.57,ml,10,100,0.062,0.1,mb,mb80377504,2020-01-06T15:30:02.360Z,"35km WNW of West Yellowstone, Montana",earthquake,0.44,0.73,0.112,2,reviewed,mb,mb
2020-01-05T20:45:11.220Z,55.4805,-161.7728333,13.27,0.56,ml,7,200,0.06278,0.06,av,av70863149,2020-01-07T00:53:33.800Z,"68km ENE of Cold Bay, Alaska",earthquake,0.49,0.69,0.1,6,reviewed,av,av
2020-01-05T20:24:09.080Z,38.8391685,-122.8363342,2.01,0.75,md,10,83,0.000879,0.01,nc,nc73324051,2020-01-05T20:59:02.730Z,"10km NW of The Geysers, CA",earthquake,0.33,0.74,,1,automatic,nc,nc
2020-01-05T20:24:00.580Z,59.1757,-152.4018,51.8,1.6,ml,,,,0.44,ak,ak0208lqjsq,2020-01-05T21:06:10.327Z,"71km SW of Homer, Alaska",earthquake,,1.3,,,automatic,ak,ak
2020-01-05T20:23:29.480Z,38.8375015,-122.8371658,1.9,1.26,md,18,148,0.001702,0.03,nc,nc73324041,2020-01-05T23:04:03.146Z,"10km NW of The Geysers, CA",earthquake,0.32,0.43,0.15,4,automatic,nc,nc
2020-01-05T20:15:53.529Z,39.6413,-120.0218,6.2,1.2,ml,17,75.39,0.058,0.1505,nn,nn00714705,2020-01-06T02:34:50.095Z,"5km SW of Cold Springs, Nevada",earthquake,,1.4,0.64,6,reviewed,nn,nn
2020-01-05T20:13:25.080Z,61.5469,-140.6708,0,2.2,ml,,,,0.89,ak,ak0208lo8sr,2020-01-05T21:06:09.736Z,"190km NNE of Cape Yakataga, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-01-05T20:06:09.630Z,36.2138329,-120.774498,6.59,1.34,md,11,195,0.02174,0.06,nc,nc73324031,2020-01-05T22:37:02.974Z,"24km ENE of San Lucas, CA",earthquake,0.98,0.73,0.39,6,automatic,nc,nc
2020-01-05T19:55:46.092Z,62.7562,-147.8606,47.2,1.8,ml,,,,0.61,ak,ak0208lbuwk,2020-01-05T20:06:11.102Z,"89km SE of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-01-05T19:51:37.090Z,35.8993333,-117.6826667,2.74,1.38,ml,24,43,0.0551,0.16,ci,ci39024543,2020-01-05T20:02:09.510Z,"21km ESE of Little Lake, CA",earthquake,0.2,0.41,0.169,22,automatic,ci,ci
2020-01-05T19:46:49.610Z,33.6655,-116.7323333,15.44,0.73,ml,27,49,0.048,0.19,ci,ci39024535,2020-01-06T14:37:45.280Z,"8km S of Idyllwild, CA",earthquake,0.39,0.54,0.139,24,reviewed,ci,ci
2020-01-05T19:35:05.450Z,35.7146667,-117.4946667,2.2,0.76,ml,15,126,0.1105,0.18,ci,ci39024527,2020-01-05T19:38:40.323Z,"10km SW of Searles Valley, CA",earthquake,0.37,0.51,0.144,9,automatic,ci,ci
2020-01-05T19:20:10.070Z,17.9165,-66.8648,7,2.3,md,13,215,0.0603,0.12,pr,pr2020005003,2020-01-05T19:38:20.160Z,"7km SE of Guanica, Puerto Rico",earthquake,0.61,0.27,0.31,10,reviewed,pr,pr
2020-01-05T19:19:14.320Z,63.3054,-151.3003,13.9,1.2,ml,,,,0.26,ak,ak0208l42o8,2020-01-05T20:06:09.916Z,"118km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-01-05T19:14:45.990Z,36.0071667,-117.5058333,2.73,1.64,ml,28,34,0.05252,0.16,ci,ci39024511,2020-01-05T19:18:31.201Z,"28km NNW of Searles Valley, CA",earthquake,0.25,0.53,0.121,25,automatic,ci,ci
2020-01-05T19:13:23.160Z,37.4428333,-83.1853333,7.88,2.39,md,12,134,0.1922,0.21,se,se60097623,2020-01-06T13:25:36.350Z,"21km N of Hazard, Kentucky",earthquake,1.02,1.78,0.116,9,reviewed,se,se
2020-01-05T19:11:58.895Z,69.1155,-144.6603,13,2.4,ml,,,,0.58,ak,ak0208l2mbw,2020-01-06T07:06:09.016Z,"115km NNE of Arctic Village, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-01-05T19:10:55.638Z,60.422,-152.1896,82.7,1.4,ml,,,,0.48,ak,ak0208l28iu,2020-01-05T20:06:09.331Z,"31km ESE of Redoubt Volcano, Alaska",earthquake,,1.3,,,automatic,ak,ak
2020-01-05T19:04:53.673Z,36.5949,-117.0401,10.3,-0.2,ml,3,264.34,0.14,0.0687,nn,nn00714815,2020-01-07T01:04:46.299Z,"42km SW of Beatty, Nevada",earthquake,,7.4,0.45,2,reviewed,nn,nn
2020-01-05T18:58:52.610Z,6.1249,126.2298,80.98,5.1,mww,,81,1.139,1.21,us,us70006v1l,2020-01-05T19:28:03.011Z,"26km SSE of Pondaguitan, Philippines",earthquake,8.3,5.9,0.08,15,reviewed,us,us
2020-01-05T18:45:19.330Z,38.7938347,-122.7481689,1.37,0.65,md,8,80,0.01386,0.02,nc,nc73324006,2020-01-05T20:53:02.694Z,"2km NNE of The Geysers, CA",earthquake,0.28,1.39,0.08,2,automatic,nc,nc
2020-01-05T18:43:25.743Z,62.8317,-151.8008,6.6,1.7,ml,,,,0.61,ak,ak0208knt4u,2020-01-05T19:06:13.022Z,"103km NW of Talkeetna, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-01-05T18:40:48.990Z,36.1003333,-117.7781667,9.64,0.68,ml,8,115,0.06445,0.09,ci,ci39024503,2020-01-06T14:37:08.742Z,"16km ENE of Coso Junction, CA",earthquake,0.28,0.68,0.194,6,reviewed,ci,ci
2020-01-05T18:38:35.519Z,59.7591,-153.1845,104.5,2,ml,,,,0.54,ak,ak0208kmraf,2020-01-05T19:06:12.421Z,"76km W of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-01-05T18:23:52.470Z,61.4548,-150.0048,40.4,2.2,ml,,,,0.88,ak,ak0208kjkut,2020-01-05T19:06:11.855Z,"7km SSW of Big Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-01-05T18:22:40.080Z,33.6823333,-116.7635,14.32,1.15,ml,47,42,0.05019,0.2,ci,ci39024487,2020-01-06T14:38:49.950Z,"8km SSW of Idyllwild, CA",earthquake,0.28,0.42,0.17,27,reviewed,ci,ci
2020-01-05T18:20:26.673Z,62.8258,-151.8628,12.6,1.4,ml,,,,0.79,ak,ak0208kivpe,2020-01-05T19:06:11.264Z,"106km WNW of Talkeetna, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-01-05T18:13:55.210Z,35.6513333,-117.4693333,5.41,1.12,ml,16,114,0.05499,0.16,ci,ci39024479,2020-01-05T18:17:35.842Z,"14km SSW of Searles Valley, CA",earthquake,0.35,0.96,0.125,14,automatic,ci,ci
2020-01-05T18:11:09.020Z,19.4058342,-155.2859955,0.12,1.85,md,19,69,0.0119,0.13,hv,hv71319417,2020-01-05T18:14:23.950Z,"5km WSW of Volcano, Hawaii",earthquake,0.16,0.24,0.34,16,automatic,hv,hv
2020-01-05T18:03:24.520Z,38.8106651,-122.7828369,7.38,0.55,md,5,132,0.01011,0.01,nc,nc73323981,2020-01-05T18:36:03.866Z,"4km NNW of The Geysers, CA",earthquake,1.97,7.32,,1,automatic,nc,nc
2020-01-05T18:03:00.519Z,36.5211,70.849,206.19,4.3,mb,,73,1.198,0.59,us,us70006v1b,2020-01-05T19:16:20.040Z,"38km S of Jarm, Afghanistan",earthquake,7.5,12.2,0.239,5,reviewed,us,us
2020-01-05T17:57:24.770Z,46.8876667,-112.5211667,11.65,1.5,ml,10,115,0.115,0.13,mb,mb80377494,2020-01-06T15:37:14.860Z,"14km ESE of Lincoln, Montana",earthquake,0.43,0.57,0.198,2,reviewed,mb,mb
2020-01-05T17:57:17.260Z,35.9066667,-117.6838333,5.71,0.5,ml,12,78,0.0493,0.12,ci,ci39024463,2020-01-05T18:00:59.876Z,"20km E of Little Lake, CA",earthquake,0.42,0.81,0.189,6,automatic,ci,ci
2020-01-05T17:46:29.110Z,60.0473333,-153.0735,0.98,-0.5,ml,4,177,0.01118,0.12,av,av70863144,2020-01-07T00:43:28.450Z,"52km SSW of Redoubt Volcano, Alaska",earthquake,0.51,0.39,0.259,4,reviewed,av,av
2020-01-05T17:46:14.482Z,-3.5422,131.3728,38.98,4.5,mb,,85,1.071,0.82,us,us70006v18,2020-01-05T19:01:53.040Z,"273km E of Amahai, Indonesia",earthquake,8.4,2.5,0.092,35,reviewed,us,us
2020-01-05T17:44:59.256Z,62.2126,-151.1109,89.7,1.5,ml,,,,0.33,ak,ak0208k2ntx,2020-01-05T18:06:11.005Z,"53km WSW of Talkeetna, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-01-05T17:42:14.504Z,64.0034,-150.5597,15,2.6,ml,,,,1.03,ak,ak0208k24x1,2020-01-05T21:18:54.040Z,"79km WNW of Healy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-05T17:39:31.270Z,35.8285,-117.6598333,5.88,0.91,ml,16,63,0.05223,0.19,ci,ci39024439,2020-01-05T17:43:07.710Z,"23km N of Ridgecrest, CA",earthquake,0.35,0.87,0.165,11,automatic,ci,ci
2020-01-05T17:35:20.582Z,61.7212,-150.804,63.9,1.3,ml,,,,0.53,ak,ak0208k0neg,2020-01-05T18:06:09.812Z,"40km W of Willow, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-01-05T17:31:30.817Z,48.5191,154.4438,35,4.4,mb,,184,5.036,0.99,us,us70006v15,2020-01-05T18:56:19.040Z,"269km SSW of Severo-Kuril'sk, Russia",earthquake,4.7,2,0.179,9,reviewed,us,us
2020-01-05T17:31:26.230Z,33.5743332,-116.8134995,5.32,1.52,ml,55,43,0.04553,0.18,ci,ci39024431,2020-01-05T17:42:31.010Z,"13km W of Anza, CA",earthquake,0.22,0.59,0.247,26,automatic,ci,ci
2020-01-05T17:30:24.920Z,33.5886667,-116.8061667,4.67,0.23,ml,11,195,0.03547,0.19,ci,ci39024423,2020-01-06T19:48:16.513Z,"13km WNW of Anza, CA",earthquake,0.89,0.44,0.035,2,reviewed,ci,ci
2020-01-05T17:24:03.638Z,48.0517,155.0351,41.31,4.4,mb,,166,5.339,0.63,us,us70006v11,2020-01-05T18:49:58.040Z,"Kuril Islands",earthquake,9.3,6,0.124,19,reviewed,us,us
2020-01-05T17:22:29.746Z,38.6558,-119.6859,10.4,1.5,ml,20,66.88,0.12,0.2114,nn,nn00714696,2020-01-05T17:46:27.645Z,"26km S of Gardnerville Ranchos, Nevada",earthquake,,2,0.15,10,reviewed,nn,nn
2020-01-05T17:16:38.530Z,36.0935,-117.8685,2.89,1.02,ml,13,166,0.02645,0.19,ci,ci39024415,2020-01-06T14:56:28.870Z,"9km NE of Coso Junction, CA",earthquake,0.48,0.74,0.237,13,reviewed,ci,ci
2020-01-05T17:02:42.118Z,59.807,-153.1126,96.8,2.2,ml,,,,0.56,ak,ak0208jtmd4,2020-01-05T17:16:45.531Z,"72km W of Anchor Point, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-05T17:01:04.539Z,2.4583,-100.2422,10,4.9,mb,,191,16.137,1.13,us,us70006v0x,2020-01-05T17:38:10.040Z,"Galapagos Triple Junction region",earthquake,12.8,1.9,0.038,221,reviewed,us,us
2020-01-05T16:38:09.440Z,35.7938347,-117.5998306,7.61,1.19,ml,17,80,0.02194,0.21,ci,ci39024399,2020-01-05T16:41:54.240Z,"18km W of Searles Valley, CA",earthquake,0.55,1.1,0.175,7,automatic,ci,ci
2020-01-05T16:37:41.030Z,36.109,-117.84,4.1,0.77,ml,7,104,0.01477,0.08,ci,ci39024391,2020-01-05T16:41:13.038Z,"12km NE of Coso Junction, CA",earthquake,0.41,0.49,0.28,4,automatic,ci,ci
2020-01-05T16:28:14.170Z,33.927166,-117.870163,7.73,2.98,ml,147,15,0.05568,0.27,ci,ci39024383,2020-01-07T01:21:54.005Z,"3km ENE of Brea, CA",earthquake,0.18,0.47,0.317,21,reviewed,ci,ci
2020-01-05T15:46:49.930Z,17.9068,-66.8666,7,2.45,md,14,230,0.0695,0.12,pr,pr2020005002,2020-01-05T16:27:42.752Z,"8km SSE of Guanica, Puerto Rico",earthquake,0.64,0.26,0.31,14,reviewed,pr,pr
2020-01-05T15:34:55.854Z,36.8573,-116.2061,3.2,-0.1,ml,13,83.11,0.058,0.1679,nn,nn00714813,2020-01-07T00:58:37.744Z,"49km E of Beatty, Nevada",earthquake,,3.7,0.15,7,reviewed,nn,nn
2020-01-05T15:31:00.370Z,51.859,-177.2393333,4.93,-0.69,ml,4,286,0.04553,0.06,av,av70863134,2020-01-07T00:32:22.710Z,"40km W of Adak, Alaska",earthquake,0.68,1.2,0.368,4,reviewed,av,av
2020-01-05T15:30:13.290Z,51.8713333,-177.252,6.58,-0.28,ml,4,289,0.04976,0.05,av,av70863129,2020-01-07T00:24:48.400Z,"40km W of Adak, Alaska",earthquake,0.61,0.77,0.461,4,reviewed,av,av
2020-01-05T15:14:07.420Z,44.7735,-112.8125,2.86,1.56,ml,15,121,0.453,0.2,mb,mb80377484,2020-01-06T15:44:58.780Z,"23km NW of Lima, Montana",earthquake,0.7,3.56,0.199,7,reviewed,mb,mb
